"season","aname","title","link","slot","day","startTime","endTime","station","episodes","episodesRev","percentage","date","ave","actor","producer","chiefProducer","director","script","original","themeSong","sungInDrama","inDramaSong","endingMusic","openingMusic","themeMusic","imageMusic","titleMusic","synopsis","MATCHED","TYPE","DISTANCE"
"0404","kanshiki","警視庁鑑識班2004","http://www.ntv.co.jp/kanshiki/","水曜22：00〜22：54　（全10回）　","Wed","22:00","22:54","日本テレビ","10","10","14.00,11.70,11.30,9.70,12.60,11.20,10.50,10.40,10.90,14.20","1/14,1/21,1/28,2/4,2/11,2/18,2/25,3/3,3/10,3/17","11.84","西村和彦,角野卓造,清水章吾,南果歩,森口瑶子,ベンガル,雛形あきこ,中山エミリ,杉本哲太,柴田理恵,小林すすむ,千原靖史,草笛光子","佐光千尋,大野哲哉,木川康利,粕川今日子","梅原幹","下村優","下村優","","小柳ゆき,『Love knot 〜愛の絆〜』","","","","","","","","NO_SYNOPSIS","警視庁鑑識班2004","ORIGINAL","0.000"
"0404","kintaro","サラリーマン金太郎4","http://www.tbs.co.jp/kintaro/","木曜21：00〜21：54　（全10回）　","Thu","21:00","21:54","TBS","10","10","13.80,12.60,11.60,10.40,10.60,11.20,10.00,10.30,11.30,9.80","1/15,1/22,1/29,2/5,2/12,2/19,2/26,3/4,3/11,3/18","11.16","高橋克典,羽田美智子,長嶋一茂,牧瀬里穂,大沢樹生,秋野太作,曲山えり,蛯原友里,保阪尚輝,内藤剛志,石原良純,野際陽子,高橋英樹","森田光則","","倉貫健二郎,富田勝典","中園健司,関根俊夫","本宮ひろ志「サラリーマン金太郎」","THE ALFEE,『希望の橋』","","","","","","","","NO_SYNOPSIS","サラリーマン金太郎 (永井大のテレビドラマ)","PREFIX","0.000"
"0404","ace","エースをねらえ！","http://www.tv-asahi.co.jp/ace/","木曜21：00〜21：54　（全9回）　","Thu","21:00","21:54","テレビ朝日","9","9","13.70,15.30,12.40,12.70,11.30,12.90,11.70,14.80,14.20","1/15,1/22,1/29,2/5,2/12,2/19,2/26,3/4,3/11","13.22","上戸彩,松本莉緒,酒井彩名,吉沢悠,石垣佑磨,柏原収史,金子さやか,森田彩華,高橋ひとみ,松岡修造,内野聖陽","三輪祐見子,森安彩","松本基弘,関口静夫","松田秀知,六車俊治,小林義則","瀧川晃代,高山直也,金杉弘子","山本鈴美香「エースをねらえ！」","","","","上戸彩,『愛のために。』","HIROMI,『エースをねらえ!』","","","","NO_SYNOPSIS","エースをねらえ!","REVISED","0.000"
"0404","doll","ドールハウス　〜特命女性捜査班〜","http://www.tbs.co.jp/dollhouse/","木曜22：00〜22：54　（全10回）　","Thu","22:00","22:54","TBS","10","10","10.60,9.60,10.00,8.70,8.80,8.70,8.10,9.60,9.20,8.00","1/15,1/22,1/29,2/5,2/12,2/19,2/26,3/4,3/11,3/18","9.13","松下由樹,安達祐実,野波真帆,小池栄子,一戸奈未,春日井静奈,中江ゆきこ,賀集利樹,田口浩正,益岡徹,佐野史郎,吉行和子","石丸彰彦,大賀文子,両沢和幸","","両沢和幸,石井康晴,加藤新","両沢和幸,高橋留美","","Tokyo Grand Orchestra feat.bebe,『I WANNA BE LOVED BY YOU』","","","","","","","","NO_SYNOPSIS","ドールハウス (2004年のテレビドラマ)","PREFIX","0.000"
"0404","kyotou","白い巨塔 第二部","http://www.fujitv.co.jp/shiroikyoto/","木曜22：00〜22：54　（全11回）　","Thu","22:00","22:54","フジテレビ","11","11","25.50,24.50,24.00,24.70,25.70,25.80,24.80,26.00,26.80,27.60,32.10","1/8,1/15,1/22,1/29,2/5,2/12,2/19,2/26,3/4,3/11,3/18","26.21","唐沢寿明,江口洋介,黒木瞳,矢田亜希子,水野真紀,伊藤英明,上川隆也,沢村一樹,及川光博,片岡孝太郎,伊武雅刀,若村麻由美,西田尚美,池内淳子,かたせ梨乃,石坂浩二,西田敏行","高橋萬彦","","西谷弘,河野圭太","井上由美子","山崎豊子","Hayley Westenra,『Amazing Grace』","","","","","","","","NO_SYNOPSIS","白い巨塔 (1967年のテレビドラマ)","PREFIX","0.000"
"0404","okumajo","奥さまは魔女","http://www.tbs.co.jp/okumajo/","金曜22：00〜22：54　（全11回）　","Fri","22:00","22:54","TBS","11","11","11.70,12.50,13.10,12.60,11.30,12.20,10.90,9.80,9.80,10.10,8.90","1/16,1/23,1/30,2/6,2/13,2/20,2/27,3/5,3/12,3/19,3/26","11.17","米倉涼子,原田泰造,夏木マリ,竹中直人,冨士眞奈美,マギー司郎,石川亜沙美,塩谷瞬,青木さやか,（以下ゲスト）吉行和子,岸田今日子,室井滋","刀根鉄太","貴島誠一郎","吉田秋生,酒井聖博","後藤法子","Sol Saks","Tommy february6,『MaGic in youR Eyes』","","","","","","","","広告代理店に勤めるダーリン・スティーブンスが結婚した相手、サマンサは魔女だった。彼女の結婚に反対する母親のエンドラを初めとする彼女の親戚たちも現われ、スティーブンス家に次々と珍騒動が巻き起こる。","奥さまは魔女 (テレビドラマ)","REVISED","0.000"
"0404","skyhigh","スカイハイ2","http://www.tv-asahi.co.jp/skyhigh/","金曜23：15〜24：10　（全9回）　","Fri","23:15","24:10","テレビ朝日","9","9","9.90,9.70,9.80,10.00,10.10,8.60,9.00,10.50,11.20","1/16,1/23,1/30,2/6,2/13,2/20,2/27,3/12,3/19","9.87","釈由美子,高橋真唯,小林翼,森本レオ","横地郁英,松岡周作","","金子修介,中原俊,鶴田法男,麻生学,高津隆一","田辺満,小川智子,公園兄弟","高橋ツトム","GLAY,『時の雫』","","","","","","","","NO_SYNOPSIS","スカイハイ (漫画)","PREFIX","0.000"
"0404","she","彼女が死んじゃった。","http://www.ntv.co.jp/she/","土曜21：00〜21：54　（全9回）　","Sat","21:00","21:54","日本テレビ","9","9","14.00,5.60,7.40,6.50,6.10,6.20,6.20,4.50,6.20","1/17,1/24,1/31,2/7,2/14,2/21,2/28,3/6,3/13","7.18","長瀬智也,深田恭子,香川照之,赤坂七恵,いしのようこ,木村佳乃,西村雅彦","田中芳樹","梅原幹","佐藤東弥,吉野洋,猪股隆一","一色信幸","一色信幸,おかざき真理","TOKIO,『トランジスタGガール』","","","","","","","","安西ハジメは、子供番組の体操のおにーさんとして人気を博していたが、いまや落ちぶれて、場末のショーパブで踊っていた。他の出演者と行こうとしたラブホテルの待合室で、同じく部屋が空くのを待っていた石井ゆかりと意気投合。2人で互いの相手を放り出して、ハジメのアパートへ行き、一夜を共にする。数日後、ハジメのアパートをゆかりの自称婚約者の吉川良夫、ゆかりの妹の石井玲子の2人が訪れる。2人はゆかりが自殺したことを告げ、自殺の理由を調べていたのだ。ハジメの元へ来たのは、ハジメがゆかりの遺品である携帯電話に登録されている最初の人物であったためであった。3人は、残された携帯電話に登録された情報を頼りに、生前にゆかりと接触していた人を探し出して、自殺の理由、ゆかりの人となりを聞き出す旅をはじめる。","彼女が死んじゃった。","ORIGINAL","0.000"
"0404","utsuwa","砂の器","http://www.tbs.co.jp/utsuwa/","日曜21：00〜21：54　（全11回）　","Sun","21:00","21:54","TBS","11","11","26.30,20.30,19.40,16.70,19.10,18.80,18.60,18.60,15.80,18.20,21.50","1/18,1/25,2/1,2/8,2/15,2/22,2/29,3/7,3/14,3/21,3/28","19.60","中居正広,松雪泰子,武田真治,京野ことみ,永井大,松岡俊介,岡田義徳,佐藤仁美,市村正親,赤井英和,原田芳雄,渡辺謙","伊佐野英樹,瀬戸口克陽","","福澤克雄,金子文紀","龍居由佳里","松本清張「砂の器」","DREAMS COME TRUE,『やさしいキスをして』","","","","","","","","5月12日の早朝、国電蒲田操車場内で、男の殺害死体が発見された。前日の深夜、蒲田駅近くのトリスバーで、被害者と連れの客が話しこんでいたことが判明するが、被害者のほうは東北訛りのズーズー弁で話し、また二人はしきりと「カメダ」の名前を話題にしていたという。当初「カメダ」の手がかりは掴めなかったが、ベテラン刑事の今西栄太郎は、秋田県に「羽後亀田」の駅名があることに気づく。付近に不審な男がうろついていたとの情報も得て、今西は若手刑事の吉村と共に周辺の調査に赴く。調査の結果は芳しいものではなかったが、帰途につこうとする二人は、近年話題の若手文化人集団「ヌーボー・グループ」のメンバーが、駅で人々に囲まれているのを目にする。「ヌーボー・グループ」はあらゆる既成の権威を否定し、マスコミの寵児となっていたが、メンバーの中心的存在の評論家・関川重雄の私生活には暗い影が射していた。他方、ミュジーク・コンクレート等の前衛音楽を手がける音楽家・和賀英良は、アメリカでその才能を認められ名声を高めることを構想していた。殺人事件の捜査は行き詰まっていたが、養子の申し出から、被害者の氏名が「三木謙一」であることが判明する。養子の三木彰吉は岡山県在住であり、三木謙一が東北弁を使うはずがないと述べたため、今西は困惑するが、専門家の示唆を受け、実は島根県出雲地方は東北地方と似た方言を使用する地域であること（雲伯方言、出雲方言）を知り、島根県の地図から「亀嵩」の駅名を発見する。今西は亀嵩近辺に足を運び、被害者の過去から犯人像を掴もうとするが、被害者が好人物であったことを知るばかりで、有力な手がかりは得られないように思われた。続いて第二・第三の殺人が発生し、事件の謎は深まっていくが、今西は吉村の協力を得つつ苦心の捜査を続ける。他方「ヌーボー・グループ」の人間関係にも微妙な変化が進んでいた。長い探索の末に、今西は犯人の過去を知る。捜査はやがて、本浦秀夫という一人の男にたどり着く。秀夫は、石川県の寒村に生まれた。父・千代吉がハンセン病にかかったため母が去り、やがて村を追われ、やむなく父と巡礼（お遍路）姿で放浪の旅を続けていた。秀夫が7歳のときに父子は、島根県の亀嵩に到達し、当地駐在の善良な巡査・三木謙一に保護された。三木は千代吉を療養所に入れ、秀夫はとりあえず手元に置き、のちに篤志家の元へ養子縁組させる心づもりであった。しかし、秀夫はすぐに三木の元を逃げ出し姿を消した。大阪まで逃れた秀夫は、おそらく誰かのもとで育てられた、あるいは奉公していたものと思われる。その後、大阪市浪速区付近が空襲に遭い、住民の戸籍が原本・副本ともに焼失した。当時18歳の秀夫は戸籍の焼失に乗じて、和賀英蔵・キミ子夫妻の長男・和賀英良として年齢も詐称し、新たな戸籍を作成していた。一連の殺人は和賀英良こと本浦秀夫が自身の過去を知る人間を消すためのものだったのである。","砂の器","ORIGINAL","0.000"
"0407","itoshi","愛し君へ","http://www.fujitv.co.jp/itoshikimie/","月曜21：00〜21：54　（全11回）　","Mon","21:00","21:54","フジテレビ","11","11","21.90,15.90,15.40,14.20,15.40,16.00,14.90,16.30,17.20,18.00,20.80","4/19,4/26,5/3,5/10,5/17,5/24,5/31,6/7,6/14,6/21,6/28","17.12","菅野美穂,藤木直人,伊東美咲,玉木宏,森山未來,黒谷友香,入江雅人,矢島健一,はなわ,泉谷しげる,時任三郎,八千草薫","矢吹東,関谷正征,杉尾敦弘","大多亮","水田成英,林徹","坂元裕二","さだまさし「解夏」","森山直太朗,『生きとし生ける物へ』","","","","","","","","研修医の四季（菅野美穂）は、利也（岡田義徳）の葬式で、俊介（藤木直人）に出会う。視力を失っていく病に冒されたカメラマンと、彼を支える小児科医の愛の姿を描く。","愛し君へ (テレビドラマ)","REVISED","0.000"
"0407","wonderful","ワンダフルライフ","http://www.fujitv.co.jp/wonderful/","火曜21：00〜21：54　（全11回→全12回）　","Tue","21:00","21:54","フジテレビ","11","12","16.30,13.70,13.20,10.90,12.40,11.40,10.20,10.60,12.00,11.80,12.70,14.60","4/13,4/20,4/27,5/4,5/11,5/18,5/25,6/1,6/8,6/15,6/22,6/29","12.54","反町隆史,長谷川京子,八嶋智人,堀内健,田口浩正,大島さと子,芳本美代子,市川由衣,濱田マリ,木村多江,西村雅彦,伊東四郎,平泉成,升毅","小椋久雄,木村元子","","植田泰史,河野圭太","福田靖","","平井堅,『キミはともだち』","","","","","","","","NO_SYNOPSIS","ワンダフルライフ (テレビドラマ)","REVISED","0.000"
"0407","dad","アットホーム・ダッド","http://www.ktv.co.jp/dad/","火曜22：00〜22：54　（全12回）　","Tue","22:00","22:54","フジテレビ","12","12","17.20,17.40,15.70,14.20,15.90,16.10,16.80,14.60,17.70,19.10,18.10,19.10","4/13,4/20,4/27,5/4,5/11,5/18,5/25,6/1,6/8,6/15,6/22,6/29","16.88","阿部寛,宮迫博之,篠原涼子,中島知子,永井大,滝沢沙織,中村繁之,川島なお美","安藤和久,東城祐司,伊藤達哉","","塚本連平,二宮浩行,三宅喜重","尾崎将也,旺季志ずか","","Jackson Vibe,『朝焼けの旅路』","Fayray,『愛しても愛し足りない』","","","","","","","大手広告会社に勤めるCMディレクター・山村和之は、「男は仕事、女は家事」という概念を持った典型的な亭主関白タイプ。妻の美紀と娘の理絵と幸せに暮らし、仕事も順調。ついに念願のマイホームを手に入れ、まさに順風満帆な時を迎えていた。しかし突然、リストラされて失業してしまう。生活のため和之の仕事が見つかるまで、美紀が以前勤めていた職場に復帰して働き、和之が専業主夫を努める事になる。和之は、女の仕事と馬鹿にしていた家事に戸惑いつつも、隣の家の専業主夫・杉尾優介に指南してもらう中、家族について改めて考えるようになっていく。","アットホーム・ダッド","ORIGINAL","0.000"
"0407","hikari","光とともに･･･　〜自閉症児を抱えて〜","http://www.ntv.co.jp/hikari/","水曜22：00〜22：54　（全11回）　","Wed","22:00","22:54","日本テレビ","11","11","16.30,16.00,13.90,12.60,14.80,14.40,17.20,15.20,15.10,15.40,18.30","4/14,4/21,4/28,5/5,5/12,5/19,5/26,6/2,6/9,6/16,6/23","15.47","篠原涼子,小林聡美,山口達也,武田真治,鈴木杏樹,井川遙,渡辺いっけい,高橋惠子","櫨山裕子,内山雅博","梅原幹","佐藤東弥,佐久間紀佳","水橋文美江","戸部けいこ「光とともに･･･〜自閉症児を抱えて〜」","RYTHEM,『万華鏡キラキラ』","","","","","","","","NO_SYNOPSIS","光とともに…","MANUAL","0.000"
"0407","denthi","電池が切れるまで","http://www.tv-asahi.co.jp/denchi/","木曜21：00〜21：54　（全10回）　","Thu","21:00","21:54","テレビ朝日","10","10","8.30,8.10,8.90,7.10,8.20,8.00,7.30,7.70,9.60,8.80","4/22,4/29,5/6,5/13,5/20,5/27,6/3,6/10,6/17,6/24","8.20","財前直見,陣内孝則,原沙知絵,要潤,吉岡美穂,黒川智花,デビット伊東,野際陽子","川島保男,中込卓也,椿宜和,藤本一彦","五十嵐文郎","藤田明二,唐木希浩","江頭美智留","すずらんの会・宮本雅史「電池が切れるまで」","星村麻衣,『ひまわり』","","","","平川地一丁目,『君の分まで』","","","","重病を抱えた11歳の少女が残した詩をもとにした物語。長野県の安曇野にある小児専門病院に設置された院内学級を舞台に病気と闘う子供達と教師、看護師、医師達の人間関係を描いていく。","電池が切れるまで","ORIGINAL","0.000"
"0407","kaze","新しい風","http://www.tbs.co.jp/kaze/","木曜22：00〜22：54　（全11回）　","Thu","22:00","22:54","TBS","11","11","6.90,6.70,5.60,5.40,5.60,6.50,5.70,5.90,5.50,5.40,5.90","4/15,4/22,4/29,5/6,5/13,5/20,5/27,6/3,6/10,6/17,6/24","5.94","ともさかりえ,吉田栄作,段田安則,新山千春,伊藤蘭,小田茜,高杉瑞穂,高知東生,森迫永依,山下真司,市毛良枝,寺田農,橋爪功,植木等,野際陽子","刀根鉄太","貴島誠一郎","三城真一,松田礼人,竹村謙太郎","後藤法子","","笹川美和,『金木犀』","","","","","","","","NO_SYNOPSIS","新しい風 (テレビドラマ)","REVISED","0.000"
"0407","rikon","離婚弁護士","http://www.fujitv.co.jp/rikon/","木曜22：00〜22：54　（全11回）　","Thu","22:00","22:54","フジテレビ","11","11","13.80,14.70,12.80,12.90,13.20,13.60,14.50,12.50,12.40,15.00,15.50","4/15,4/22,4/29,5/6,5/13,5/20,5/27,6/3,6/10,6/17,6/24","13.72","天海祐希,玉山鉄二,ミムラ,佐々木蔵之介,久我陽子,陣内孝則,津川雅彦,(1話ゲスト)竹之内豊","長部聡介,瀧山麻土香","","光野道夫,田島大輔","田渕久美子,林宏司","","hitomi,『心の旅人』","Nora Johns,『What am I to you』","","","","","","","間宮貴子は東大法学部在学中に司法試験に合格し、業界大手の法律事務所に所属する敏腕弁護士。主に企業法務に携わる渉外弁護士としてキャリアを積み、10年で同僚広澤善之と共に「若手のホープ」として法曹界に名の知れた弁護士に成長した。しかし、所属する大田原法律事務所では実力に相応しい扱いは無いと判断、広澤を誘って共に独立することを決意する。しかし間宮の動きを察した事務所のボス弁大田原は、過去に間宮が携わった事案の書類ミスを口実に広澤及び一緒に独立予定だった弁護士・スタッフの引きとめ工作に成功。結果、受付嬢と急遽引き抜いた渉外弁護士・柳田俊文で事務所を経営することになる。しかし営業経験のない間宮には新規クライアントを直ぐに見つける事は難しく、それまで経験の無かった離婚などの家事裁判や個人を対象とした一般民事事件といった小口案件を扱わざるを得なくなってしまう。しかし、当初は「しょぼい仕事」と嫌っていた事案を手がけるうちに、弁護士として忘れかけていたもの、人間として大切なものを得ることとなる。","離婚弁護士","ORIGINAL","0.000"
"0407","home-drama","ホームドラマ！","http://www.tbs.co.jp/home-drama/","金曜22：00〜22：54　（全11回）　","Fri","22:00","22:54","TBS","11","11","12.60,11.90,10.50,10.50,9.40,9.40,10.30,7.40,9.30,8.10,7.20","4/16,4/23,4/30,5/7,5/14,5/21,5/28,6/4,6/11,6/18,6/25","9.96","堂本剛,ユースケサンタマリア,酒井若菜,井上真央,紺野まひる,いしだあゆみ,田村高廣","橋本孝,瀬戸口克陽","","平野俊一,酒井聖博","岡田恵和","","堂本剛,『ORIGINAL COLOR』","","","","Gilbert O'sullivan,『ALONE AGAIN』","","","","NO_SYNOPSIS","ホームドラマ!","REVISED","0.000"
"0407","busguide","霊感バスガイド事件簿","http://www.tv-asahi.co.jp/busguide/","金曜23：15〜24：10　（全10回）　","Fri","23:15","24:10","テレビ朝日","10","10","9.50,9.20,8.10,8.70,8.30,8.40,9.80,9.40,10.30,10.20","4/16,4/23,4/30,5/7,5/14,5/21,5/28,6/4,6/11,6/18","9.19","菊川怜,海東健,北川弘美,嘉門洋子,高橋ひとみ,北村総一朗","横地郁英,和田豊彦","桑田潔","中島悟","大石哲也","赤川次郎","安良城紅,『Harmony』","","","","","","","","大手バス会社で働くバスガイドの町田藍（菊川怜）はある日リストラされてしまう。途方に暮れる藍だが、偶然バスガイド募集の広告を見つけ意を決して面接に赴く。そこは個性的な従業員数人とバス1台だけという倒産寸前の観光バス会社、有限会社すずめバスだった。運良く採用された藍だが、実は霊感が強い特異体質で霊が見え、霊と話すことも出来る。そこに目をつけた社長の筒見（北村総一朗）は起死回生策として、大手にはない独創的な企画で勝負しようと、霊感バスガイドと心霊スポットを巡る心霊ツアーを思いつく。霊感体質がコンプレックスな藍は乗り気ではなかったが、会社のためにやむなく引き受けることに。藍と運転士の君原志郎（海東健）は物好きなツアー客達を連れて「すずめバス」に乗り、毎回心霊ツアーに出かける。藍はそこで出会った、様々な事情をかかえた霊たちの声に耳を傾け、闇に葬られかけた事件の真相を解明してゆく。","霊感バスガイド事件簿","ORIGINAL","0.000"
"0407","koinu","仔犬のワルツ","http://www.ntv.co.jp/koinu/","土曜21：00〜21：54　（全11回）　","Sat","21:00","21:54","日本テレビ","11","11","9.50,11.60,8.30,8.70,8.90,9.40,8.50,6.60,7.30,5.70,8.00","4/17,4/24,5/1,5/8,5/15,5/22,5/29,6/5,6/12,6/19,6/26","8.46","安倍なつみ,西島秀俊,岡本健一,杉浦幸,塚地武雅,風間トオル,市原隼人,加藤夏希,忍成修吾,三浦理恵子,谷啓,袴田吉彦,酒井和歌子,山寺宏一,小柳ルミ子,竜雷太","伊藤響,北島和久,大塚泰之","梅原幹","吉野洋,長沼誠,大谷太郎","吉野万理子","","安倍なつみ,『だって生きてかなくちゃ』","","","","","","","","湖畔のホテルでマッサージ師として働くも同僚から虐められる盲目の少女・桜木葉音の心の支えは、ペットショップの仔犬と話すことと、卒園した養護施設に夜に忍び込んでピアノを弾くことだった。一方、水無月家の後継者になるべく、ピアノの才能を持つ人物を探す水無月芯也は、養護施設でピアノを弾く謎の人物を探していた。その人物が葉音だと知ると、芯也は彼女に「パーフェクトピッチ」という、一度聞いた曲を完璧に弾ける才能があることを知る。そして、葉音は水無月家の相続争いに巻き込まれることになる。","仔犬のワルツ","ORIGINAL","0.000"
"0407","orange","オレンジデイズ","http://www.tbs.co.jp/orangedays/","日曜21：00〜21：54　（全11回）　","Sun","21:00","21:54","TBS","11","11","18.10,16.00,15.30,14.20,15.70,15.60,18.80,17.60,17.90,17.30,23.00","4/11,4/18,4/25,5/2,5/9,5/16,5/23,5/30,6/6,6/13,6/20","17.40","妻夫木聡,柴咲コウ,成宮寛貴,白石美帆,瑛太,小西真奈美,山田優,上野樹里,岡あゆみ,佐藤江梨子,小日向文世,風吹ジュン","植田博樹","","生野慈朗,土井裕泰,今井夏木","北川悦吏子","","Mr.Children,『Sign』","","","","","","","","NO_SYNOPSIS","オレンジデイズ","ORIGINAL","0.000"
"0410","1k","東京湾景","http://www.fujitv.co.jp/wankei/","月曜21：00〜21：54　（全11回）　","Mon","21:00","21:54","フジテレビ","11","11","17.70,14.30,13.50,13.30,12.30,13.10,13.80,13.90,10.20,13.70,16.30","7/5,7/12,7/19,7/26,8/2,8/9,8/16,8/23,8/30,9/6,9/13","13.92","仲間由紀恵,和田聡宏,佐藤隆太,佐藤江梨子,速水もこみち,ソニン,中村俊介,李麗仙,仲村トオル,哀川翔,夏八木勲,石坂浩二","栗原美和子,森谷雄","大多亮","村上正典,平井秀樹","原夏美（栗原美和子）","吉田修一「東京湾景」","Weather Forecast,『君さえいれば』","自転車に乗った風景,『僕は忘れない』","","","","","","","在日韓国人女性と日本人青年とのラブストーリー。裕福な在日韓国人の美香（仲間由紀恵）は東京・台場の出版社に勤めている。現在の恋人と結婚を考えていたが、厳格で保守的な父（石坂浩二）は相手が日本人だと知り猛反対する。説得を試みるが、その中で恋人は離れていった。傷心の美香は日本人に成りすまし、出会い系サイトで亮介（和田聰宏）と出会う。後に美香の亡き母、優里（仲間由紀恵:二役）の過去の恋愛について知り、自分との運命のつながりを感じることとなる。主演の仲間由紀恵は初の本格的ラブストーリーの主役を演じ、また主人公とその母の一人二役をこなした。相手役の和田聰宏はこれまでドラマ出演歴がまったくない無名の俳優だったが、主演の相手役として大抜擢されたことで話題となる。韓国の俳優・歌手のパク・ヨンハが、仲間演じる美香が勤める出版社のソウル支社社員役で、7話から9話までと最終話の韓国のシーンでゲスト出演。また、8話冒頭でパク・ヨンハが「ドラマ『東京湾景』について」のコメントをした。本編放送中の2004年9月4日から9月10日まで、その時点でオンエア済みの10話分が再放送された。プロデューサーの栗原美和子が「原夏美」のペンネームで脚本を担当、栗原自身の過去の在日韓国人男性との恋愛体験を取り混ぜた結果、ドラマのストーリーは在日韓国人が一切登場しない原作の小説から大幅に変更されることとなった。","東京湾景","ORIGINAL","0.000"
"0410","wb2","ウォーターボーイズ2","http://www.fujitv.co.jp/waterboys2/","火曜21：00〜21：54　（全12回）　","Tue","21:00","21:54","フジテレビ","12","12","20.60,17.90,17.80,14.10,11.80,14.40,14.80,16.40,12.70,15.60,15.40,22.80","7/6,7/13,7/20,7/27,8/3,8/10,8/17,8/24,8/31,9/7,9/14,9/21","16.75","市原隼人,石原さとみ,中尾明慶,斉藤慶太,小池徹平,木村了,金子貴俊,山口紗弥加,井上和香,浅見れいな,鈴木えみ,森下愛子,小日向文世,佐野史郎","船津浩一","","佐藤祐市,高橋伸之","橋本裕志","矢口史靖","福山雅治,『虹〜もうひとつの夏〜』","","","","","","","","シンクロに憧れ唯野高校水泳部に入部した'''進藤勘九郎'''（山田孝之）が高校最後の学園祭のシンクロ公演でリーダーに選ばれた。そこに、同じくシンクロに憧れている'''立松憲男'''（森山未來）が転校してくるも、シンクロ公演が突如中止されることに。さまざまな壁を乗り越えて夢のシンクロ公演実現へと向かってゆく。","WATER BOYS","MANUAL","0.000"
"0410","kimiomo","君が想い出になる前に","http://www.ktv.co.jp/kimiomo/","火曜22：00〜22：54　（全11回）　","Tue","22:00","22:54","フジテレビ","11","11","14.00,13.70,12.20,12.40,9.40,11.70,10.30,10.10,11.90,11.70,12.10","7/6,7/13,7/20,7/27,8/3,8/10,8/17,8/24,8/31,9/7,9/14","11.81","観月ありさ,椎名桔平,加藤あい,玉山鉄二,木村多江,小野武彦","笠置高弘,小椋久雄,谷古浩子","","河野圭太,小林善則","清水友佳子,横田理恵","","安室奈美恵,『ALL FOR YOU』","","","","","","","","スタイリストの佐伯奈緒（観月ありさ）は、海外に転勤した姉・美穂の自宅に留守番を兼ねて住んでいた。ある日、奈緒に一本の電話が鳴った。美穂が亡くなったという知らせだった。美穂と夫で奈緒の義兄の望月光彦（椎名桔平）と一人息子の祐輔（広田亮平）がドライブ中に立ち寄ったドライブインで物取り目的の強盗に襲われ、美穂は銃で撃たれ死亡、光彦と祐輔は難を逃れ無事だった。帰国した光彦の頭には包帯が巻かれていた。光彦は美穂の遺骨を抱きつつも、その様子はどこか上の空。実は頭部を撃たれた光彦は、記憶喪失状態になっていた…。","君が想い出になる前に","ORIGINAL","0.000"
"0410","last","ラストプレゼント　〜娘と生きる最後の夏〜","http://www.ntv.co.jp/last/","水曜22：00〜22：54　（全11回）　","Wed","22:00","22:54","日本テレビ","11","11","13.50,12.50,10.40,9.80,9.90,11.10,10.60,11.80,12.30,12.80,14.10","7/7,7/14,7/21,7/28,8/4,8/11,8/18,8/25,9/1,9/8,9/15","11.75","天海祐希,永作博美,佐々木蔵之介,須藤理彩,要潤,松重豊,深浦加奈子,升毅,田畑智子,平泉成","大平太","","岩本仁志,大谷太郎,長沼健","秦建曰子","","槇原敬之,『僕が一番欲しかったもの』","","","","","","","","建築設計事務所「古茂口建築設計」に所属する36歳のやり手の女性一級建築士・平木明日香は、かつて結婚生活に失敗し、一人娘の歩を置いて家を出た過去があった。建築士として仕事をこなし、上司からの信頼も厚く、優秀なスタッフにも恵まれている。そんなある日、会社の健康診断で精密検査を受けた明日香は膵臓癌で余命3か月と宣告をされる。明日香は残された日々を過去に心ならずも捨ててしまった歩への贖罪に生きようと奮闘するが、そこには元夫の再婚相手・有里がいた。","ラストプレゼント 娘と生きる最後の夏","REVISED","0.000"
"0410","minami","南くんの恋人","http://www.tv-asahi.co.jp/16/","木曜21：00〜21：54　（全11回）　","Thu","21:00","21:54","テレビ朝日","11","11","11.20,9.00,10.10,10.50,10.40,9.40,8.10,7.40,8.00,8.40,10.90","7/8,7/15,7/22,7/29,8/5,8/12,8/19,8/26,9/2,9/9,9/16","9.40","深田恭子,二宮和也,田辺誠一,宮地真緒,安倍麻美,石井智也,北村総一朗,西村雅彦,名取裕子","黒田徹也","","佐藤嗣麻子,新城毅彦,木内麻由美","中園ミホ","内田春菊「南くんの恋人」","嵐,『瞳の中のGalaxy』","","","","","","","","NO_SYNOPSIS","南くんの恋人","ORIGINAL","0.000"
"0410","batsu","バツ彼","http://www.tbs.co.jp/batsukare/","木曜22：00〜22：54　（全12回）　","Thu","22:00","22:54","TBS","12","12","15.40,12.20,11.70,11.90,11.30,10.10,10.90,10.90,10.10,11.30,11.80,13.80","7/1,7/8,7/15,7/22,7/29,8/5,8/12,8/19,8/26,9/2,9/9,9/16","11.78","高橋克典,高嶋政伸,天野ひろゆき,真矢みき,滝沢沙織,北川弘美,阿部サダヲ,稲森いずみ","伊藤一尋","","清弘誠,今井夏木,加藤新","小松江里子","","LISA LOEB,『愛の嵐』","","","","","","","","NO_SYNOPSIS","バツ彼","ORIGINAL","0.000"
